"director_name","duration","actor_2_name","gross","actor_1_name","movie_title","actor_3_name","language","country","budget","title_year","imdb_score","genres"
"Penelope Spheeris",94,"Lara Flynn Boyle",121697350,"Tia Carrere","Wayne's World ","Kurt Fuller","English","USA",20000000,1992,7,"Comedy"
"Jeff Tremaine",101,"Steve-O",117224271,"Bam Margera","Jackass 3D ","Chris Pontius","English","USA",20000000,2010,7.1,"Action"
"Jeannot Szwarc",131,"Murray Hamilton",102922376,"Roy Scheider","Jaws 2 ","Joseph Mascolo","English","USA",20000000,1978,5.7,"Adventure"
"Raja Gosnell",91,"Nick Zano",94497271,"Jamie Lee Curtis","Beverly Hills Chihuahua ","Ali Hillis","English","USA",20000000,2008,3.7,"Adventure"
"James Wan",112,"Lili Taylor",137387272,"Mackenzie Foy","The Conjuring ","Hayley McFarland","English","USA",20000000,2013,7.5,"Horror"
"Brian Levant",95,"Tracy Morgan",82301521,"Nia Long","Are We There Yet? ","Jay Mohr","English","USA",32000000,2005,4.6,"Adventure"
"Ben Falcone",100,"Mark Duplass",84518155,"Gary Cole","Tammy ","Ben Falcone","English","USA",20000000,2014,4.9,"Comedy"
"D.J. Caruso",105,"Aaron Yoo",80050171,"Sarah Roemer","Disturbia ","Jose Pablo Cantillo","English","USA",20000000,2007,6.9,"Drama"
"Richard Linklater",108,"Sarah Silverman",81257845,"Miranda Cosgrove","School of Rock ","Mike White","English","USA",35000000,2003,7.1,"Comedy"
"Paul W.S. Anderson",101,"Cary-Hiroyuki Tagawa",70360285,"Christopher Lambert","Mortal Kombat ","Bridgette Wilson-Sampras","English","USA",18000000,1995,5.8,"Action"
"Paul McGuigan",114,"Christopher Cousins",12831121,"Jessica Paré","Wicker Park ","Mark Camacho","English","USA",30000000,2004,7,"Drama"
"Keenen Ivory Wayans",109,"Jaime King",69148997,"Busy Philipps","White Chicks ","Brittany Daniel","English","USA",37000000,2004,5.4,"Comedy"
"Alexander Payne",115,"Nick Krause",82624961,"Shailene Woodley","The Descendants ","Beau Bridges","English","USA",20000000,2011,7.3,"Comedy"
"Andrew Davis",117,"Zane Holtz",67325559,"Tim Blake Nelson","Holes ","Ski Carr","English","USA",20000000,2003,7.1,"Adventure"
"Julie Anne Robinson",107,"Bobby Coleman",62933793,"Kelly Preston","The Last Song ","Melissa Ordway","English","USA",20000000,2010,5.8,"Drama"
"Steve McQueen",134,"Scoot McNairy",56667870,"Quvenzhané Wallis","12 Years a Slave ","Taran Killam","English","USA",20000000,2013,8.1,"Biography"
"Charles Stone III",118,"Nick Cannon",56398162,"Leonard Roberts","Drumline ","Jason Weaver","English","USA",20000000,2002,5.7,"Comedy"
"Tyler Perry",121,"Cicely Tyson",60072596,"Michael Jai White","Why Did I Get Married Too? ","Tasha Smith","English","USA",20000000,2010,4.4,"Comedy"
"Tim Burton",105,"Dianne Wiest",56362352,"Johnny Depp","Edward Scissorhands ","Conchata Ferrell","English","USA",20000000,1990,7.9,"Fantasy"
"Thea Sharrock",110,"Emilia Clarke",56154094,"Sam Claflin","Me Before You ","Brendan Coyle","English","UK",20000000,2016,7.6,"Drama"
"Tyler Perry",114,"Tom Arnold",65623128,"John Amos","Madea's Witness Protection ","Romeo Miller","English","USA",20000000,2012,4.8,"Comedy"
"Jon Lucas",100,"Jay Hernandez",55461307,"Mila Kunis","Bad Moms ","Jada Pinkett Smith","English","USA",20000000,2016,6.7,"Comedy"
"Aaron Seltzer",85,"Carmen Electra",48546578,"Alyson Hannigan","Date Movie ","Fred Willard","English","USA",20000000,2006,2.7,"Comedy"
"Robin Budd",72,"Rob Paulsen",48423368,"Roger Rees","Return to Never Land ","Spencer Breslin","English","USA",20000000,2002,5.8,"Adventure"
"Ava DuVernay",128,"Tom Wilkinson",52066000,"David Oyelowo","Selma ","Oprah Winfrey","English","UK",20000000,2014,7.5,"Biography"
"Steve Trenbirth",72,"Phil Collins",47887943,"Haley Joel Osment","The Jungle Book 2 ","Tony Jay","English","USA",20000000,2003,5.4,"Adventure"
"Stephen Kay",89,"Skye McCole Bartusiak",46363118,"Barry Watson","Boogeyman ","Charles Mesure","English","USA",20000000,2005,4.1,"Drama"
"Mennan Yapo",96,"Amber Valletta",47852604,"Nia Long","Premonition ","Marc Macaulay","English","USA",20000000,2007,5.9,"Drama"
"Jun Falkenstein",77,"John Fiedler",45542421,"Kath Soucie","The Tigger Movie ","Ken Sansom","English","USA",30000000,2000,6.3,"Animation"
"Boaz Yakin",111,"Joseph Julian Soria",42652003,"Jay Hernandez","Max ","Edgar Arreola","English","USA",20000000,2015,6.8,"Adventure"
"Jason Friedberg",93,"Carmen Electra",39737645,"David Carradine","Epic Movie ","Fred Willard","English","USA",20000000,2007,2.3,"Adventure"
"John Milius",129,"Mako",37567440,"William Smith","Conan the Barbarian ","Sandahl Bergman","English","USA",20000000,1982,6.9,"Adventure"
"Tom McCarthy",128,"Jamey Sheridan",44988180,"Billy Crudup","Spotlight ","Brian d'Arcy James","English","USA",20000000,2015,8.1,"Biography"
"Neil LaBute",110,"Justin Chambers",39263506,"Jay Hernandez","Lakeview Terrace ","Robert Pine","English","USA",22000000,2008,6.1,"Crime"
"Takashi Shimizu",137,"Sarah Roemer",39143839,"Sarah Michelle Gellar","The Grudge 2 ","Matthew Knight","English","USA",20000000,2006,5,"Horror"
"Kevin Rodney Sullivan",124,"James Pickens Jr.",37672350,"Richard Lawson","How Stella Got Her Groove Back ","Barry Shabaka Henley","English","USA",20000000,1998,5.5,"Comedy"
"Peter Hewitt",93,"George Carlin",38037513,"Keanu Reeves","Bill & Ted's Bogus Journey ","Alex Winter","English","USA",20000000,1991,6.2,"Adventure"
"Barry Levinson",115,"Tina Fey",37442180,"Robin Williams","Man of the Year ","Amy Poehler","English","USA",20000000,2006,6.2,"Comedy"
"Anton Corbijn",105,"Thekla Reuten",35596227,"Violante Placido","The American ","Filippo Timi","English","USA",20000000,2010,6.3,"Crime"
"Gregory Nava",127,"Constance Marie",35422828,"Jon Seda","Selena ","Jacob Vargas","English","USA",20000000,1997,6.7,"Biography"
"Jason Friedberg",82,"Dave Foley",36658108,"Diedrich Bader","Vampires Suck ","Anneliese van der Pol","English","USA",20000000,2010,3.5,"Comedy"
"Alejandro G. Iñárritu",143,"Harriet Walter",34300771,"Brad Pitt","Babel ","Dermot Crowley","English","France",25000000,2006,7.5,"Drama"
"Shawn Levy",103,"Abigail Spencer",34290142,"Tina Fey","This Is Where I Leave You ","Jane Fonda","English","USA",19800000,2014,6.6,"Comedy"
"John Patrick Shanley",104,"Meryl Streep",33422556,"Philip Seymour Hoffman","Doubt ","Carrie Preston","English","USA",20000000,2008,7.5,"Drama"
"Trey Parker",98,"Maurice LaMarche",32774834,"Jeremy Shada","Team America: World Police ","Trey Parker","English","USA",30000000,2004,7.2,"Action"
"John Luessenhop",92,"Keram Malicki-Sánchez",34334256,"Gunnar Hansen","Texas Chainsaw 3D ","Shaun Sipos","English","USA",11000000,2013,4.8,"Horror"
"Jon Amiel",123,"Holly Hunter",32051917,"William McNamara","Copycat ","Harry Connick Jr.","English","USA",20000000,1995,6.6,"Crime"
"Malcolm D. Lee",88,"Snoop Dogg",32014289,"Marisa Saks","Scary Movie 5 ","Molly Shannon","English","USA",20000000,2013,3.5,"Comedy"
"Gus Van Sant",128,"Denis O'Hare",31838002,"James Franco","Milk ","Lucas Grabeel","English","USA",20000000,2008,7.6,"Biography"
"Kevin Reynolds",107,"Jan Cornet",36874745,"Peter Firth","Risen ","María Botto","English","USA",20000000,2016,6.3,"Action"
"Steve Beck",91,"Ron Eldard",30079316,"Isaiah Washington","Ghost Ship ","Francesca Rettondini","English","USA",35000000,2002,5.5,"Horror"
"Todd Strauss-Schulson",90,"Thomas Lennon",35033759,"Patton Oswalt","A Very Harold & Kumar 3D Christmas ","Paula Garcés","English","USA",19000000,2011,6.3,"Adventure"
"John McNaughton",115,"Robert Wagner",29753944,"Bill Murray","Wild Things ","Jeff Perry","English","USA",20000000,1998,6.5,"Crime"
"John Madden",113,"Jesper Christensen",31146570,"Tom Wilkinson","The Debt ","Romi Aboulafia","English","USA",20000000,2010,6.9,"Drama"
"Stephen Frears",113,"Lili Taylor",27277055,"Drake Bell","High Fidelity ","Lisa Bonet","English","UK",20000000,2000,7.6,"Comedy"
"Eric Valette",87,"Jason Beghe",26876529,"Johnny Lewis","One Missed Call ","Margaret Cho","English","Japan",27000000,2008,3.9,"Horror"
"John Schlesinger",101,"Beverly D'Angelo",53146000,"Joe Mantegna","Eye for an Eye ","Philip Baker Hall","English","USA",20000000,1996,6.1,"Crime"
"Roger Donaldson",111,"Saffron Burrows",30028592,"Jason Statham","The Bank Job ","Daniel Mays","English","UK",20000000,2008,7.3,"Crime"
"Michel Gondry",108,"Kirsten Dunst",34126138,"Kate Winslet","Eternal Sunshine of the Spotless Mind ","Tom Wilkinson","English","USA",20000000,2004,8.3,"Drama"
"Andy Fickman",105,"James Wolk",25677801,"Jamie Lee Curtis","You Again ","Christine Lakin","English","USA",20000000,2010,5.8,"Comedy"
"David Ayer",109,"Chris Evans",26415649,"Keanu Reeves","Street Kings ","Noel Gugliemi","English","USA",20000000,2008,6.8,"Action"
"Edgar Wright",109,"Thomas Law",26003149,"Michael Smiley","The World's End ","Jasper Levine","English","UK",20000000,2013,7,"Action"
"Andrew Fleming",99,"Laura Harring",25584685,"Kay Panabaker","Nancy Drew ","Tate Donovan","English","USA",20000000,2007,5.9,"Comedy"
"Michael Spierig",98,"Damien Garvey",29975979,"Jay Laga'aia","Daybreakers ","Tiffany Lamb","English","Australia",20000000,2009,6.5,"Action"
"Jim Field Smith",104,"Kim Shaw",31584722,"Mike Vogel","She's Out of My League ","Geoff Stults","English","USA",20000000,2010,6.4,"Comedy"
"Thomas Bezucha",109,"Luke Bracey",23179303,"Leighton Meester","Monte Carlo ","Brett Cullen","English","Hungary",20000000,2011,5.8,"Adventure"
"William Brent Bell",75,"Frankie Muniz",23078294,"Adam Goldberg","Stay Alive ","Samaire Armstrong","English","USA",9000000,2006,5.1,"Horror"
"Simon Wincer",119,"Tom Selleck",21413105,"Alan Rickman","Quigley Down Under ","Ben Mendelsohn","English","Australia",20000000,1990,6.8,"Action"
"Anthony Bell",90,"Larry Miller",25077977,"Kevin Sussman","Alpha and Omega ","Christine Lakin","English","USA",20000000,2010,5.3,"Adventure"
"Renny Harlin",97,"Kyle Schmid",23292105,"Laura Ramsey","The Covenant ","Toby Hemingway","English","USA",20000000,2006,5.3,"Action"
"Robert Rodriguez",89,"Leo Howard",20916309,"Jimmy Bennett","Shorts ","Jake Short","English","USA",40000000,2009,4.9,"Comedy"
"Gus Van Sant",106,"Wayne Knight",21200000,"Kurtwood Smith","To Die For ","Holland Taylor","English","USA",20000000,1995,6.8,"Comedy"
"Henry Joost",96,"Marc John Jefferies",28876924,"Samira Wiley","Nerve ","Emily Meade","English","USA",20000000,2016,7.1,"Adventure"
"John Carpenter",104,"Cary-Hiroyuki Tagawa",20241395,"Sheryl Lee","Vampires ","Maximilian Schell","English","USA",20000000,1998,6.1,"Action"
"Alfred Hitchcock",108,"Vera Miles",32000000,"Janet Leigh","Psycho ","John Gavin","English","USA",806947,1960,8.5,"Horror"
"Howard Deutch",112,"Taran Killam",19151864,"Dane Cook","My Best Friend's Girl ","Riki Lindhome","English","USA",40000000,2008,5.9,"Comedy"
"Shana Feste",104,"Bruce Greenwood",23393765,"Alex Pettyfer","Endless Love ","Rhys Wakefield","English","USA",20000000,2014,6.3,"Drama"
"Garry Marshall",113,"Zachary Gordon",18882880,"Hector Elizondo","Georgia Rule ","Jane Fonda","English","USA",20000000,2007,5.9,"Comedy"
"Steve Rash",98,"Adam Arkin",8500000,"Mako","Under the Rainbow ","Billy Barty","English","USA",20000000,1981,5.4,"Comedy"
"Mark Steven Johnson",114,"Jan Hooks",18252684,"Oliver Platt","Simon Birch ","Dana Ivey","English","USA",30000000,1998,6.9,"Comedy"
"Mike Binder",124,"Don Cheadle",19661987,"Adam Sandler","Reign Over Me ","John de Lancie","English","USA",20000000,2007,7.5,"Drama"
"Sean Penn",148,"William Hurt",18352454,"Kristen Stewart","Into the Wild ","Hal Holbrook","English","USA",15000000,2007,8.2,"Adventure"
"Todd Phillips",108,"Sarah Silverman",17803796,"Jon Heder","School for Scoundrels ","Jacinda Barrett","English","USA",20000000,2006,5.9,"Comedy"
"Michael J. Bassett",95,"Deborah Kara Unger",17529157,"Radha Mitchell","Silent Hill: Revelation 3D ","Martin Donovan","English","France",20000000,2012,5,"Adventure"
"Robert Rodriguez",108,"Salma Hayek",25753840,"Quentin Tarantino","From Dusk Till Dawn ","Cheech Marin","English","USA",19000000,1996,7.3,"Crime"
"Frank Nissen",68,"Brenda Blethyn",18081626,"Kath Soucie","Pooh's Heffalump Movie ","John Fiedler","English","USA",20000000,2005,6.4,"Animation"
"Jodie Foster",103,"Holly Hunter",17518220,"Robert Downey Jr.","Home for the Holidays ","Steve Guttenberg","English","USA",20000000,1995,6.6,"Comedy"
"Peter Hastings",88,"Alex Rocco",16988996,"Haley Joel Osment","The Country Bears ","Stephen Root","English","USA",35000000,2002,4,"Comedy"
"Alejandro G. Iñárritu",124,"Eddie Marsan",16248701,"Naomi Watts","21 Grams ","Danny Huston","English","USA",20000000,2003,7.7,"Drama"
"Paul Abascal",84,"Tom Hollander",15712072,"Cole Hauser","Paparazzi ","Kelly Carlson","English","USA",20000000,2004,5.8,"Action"
"Catherine Hardwicke",122,"Taylor Lautner",191449475,"Kristen Stewart","Twilight ","Anna Kendrick","English","USA",37000000,2008,5.2,"Drama"
"Chris Koch",101,"Lochlyn Munro",15408822,"Thomas Lennon","A Guy Thing ","James Brolin","English","USA",20000000,2003,5.6,"Comedy"
"Amy Heckerling",98,"Robert Miano",15464026,"Andy Dick","Loser ","Zak Orth","English","USA",20000000,2000,5.3,"Comedy"
"George Stevens",225,"Carroll Baker",8000000,"Martin Landau","The Greatest Story Ever Told ","José Ferrer","English","USA",20000000,1965,6.6,"Biography"
"Jason Friedberg",88,"Tony Cox",14174654,"Carmen Electra","Disaster Movie ","Ike Barinholtz","English","USA",25000000,2008,1.9,"Comedy"
"Nimród Antal",88,"Fred Ward",15988876,"Andrew Fiscella","Armored ","Lorna Raver","English","USA",27000000,2009,5.7,"Action"
"Jon Amiel",94,"Peter Gallagher",13801755,"Bill Murray","The Man Who Knew Too Little ","Joanne Whalley","English","USA",20000000,1997,6.6,"Action"
"Mark Mylod",117,"Ari Graynor",13987482,"Chris Evans","What's Your Number? ","Ed Begley Jr.","English","USA",20000000,2011,6,"Comedy"
"James Mather",95,"Vincent Regan",14291570,"Joseph Gilgun","Lockout ","Jacky Ido","English","France",20000000,2012,6.1,"Action"
"Barry Levinson",99,"Ariel Gade",12181484,"Amy Poehler","Envy ","Sam Lerner","English","USA",40000000,2004,4.8,"Comedy"
"Mark Neveldine",96,"Clifton Collins Jr.",13630226,"Jason Statham","Crank: High Voltage ","David Carradine","English","USA",20000000,2009,6.2,"Action"
"Woody Allen",98,"Chazz Palminteri",13383737,"Jim Broadbent","Bullets Over Broadway ","Dianne Wiest","English","USA",20000000,1994,7.5,"Comedy"
"Michael O. Sajbel",123,"Tiffany Dupont",13391174,"James Callis","One Night with the King ","Nimrat Kaur","English","USA",20000000,2006,6.3,"Biography"
"Phillip Noyce",101,"Tzi Ma",12987647,"Brendan Fraser","The Quiet American ","Holmes Osborne","English","UK",30000000,2002,7.1,"Drama"
"Gore Verbinski",102,"Hope Davis",12469811,"Nicolas Cage","The Weather Man ","Michael Rispoli","English","USA",22000000,2005,6.6,"Comedy"
"Walter Hill",94,"Wes Studi",12398628,"Fisher Stevens","Undisputed ","Jon Seda","English","USA",20000000,2002,6.1,"Action"
"David Koepp",102,"Dequina Moore",13214030,"Aasif Mandvi","Ghost Town ","Jordan Carlos","English","USA",20000000,2008,6.7,"Comedy"
"Renny Harlin",108,"Ashley Scott",12232937,"Taylor Cole","12 Rounds ","Nick Gomez","English","USA",22000000,2009,5.6,"Action"
"Matt Reeves",116,"Dylan Minnette",12134420,"Chloë Grace Moretz","Let Me In ","Kodi Smit-McPhee","English","UK",20000000,2010,7.2,"Drama"
"Charles T. Kanganis",93,"Dustin Nguyen",11784000,"Victor Wong","3 Ninjas Kick Back ","Don Stark","English","USA",20000000,1994,4.3,"Action"
"Michel Gondry",102,"Mia Farrow",11169531,"Quinton Aaron","Be Kind Rewind ","Melonie Diaz","English","UK",20000000,2008,6.4,"Comedy"
"Stephen Frears",103,"Christopher Guest",11034436,"Bob Hoskins","Mrs Henderson Presents ","Sarah Solemani","English","UK",20000000,2005,7.1,"Comedy"
"John Hillcoat",115,"Norman Reedus",12626905,"Kate Winslet","Triple 9 ","Clifton Collins Jr.","English","USA",20000000,2016,6.3,"Action"
"Woody Allen",96,"Lynn Cohen",10569071,"Woody Allen","Deconstructing Harry ","Judy Davis","English","USA",20000000,1997,7.4,"Comedy"
"Damon Santostefano",98,"Oliver Platt",10544143,"Matthew Perry","Three to Tango ","David Ramsey","English","Australia",20000000,1999,6.1,"Comedy"
"John Wells",101,"Omar Sy",13650738,"Bradley Cooper","Burnt ","Riccardo Scamarcio","English","USA",20000000,2015,6.6,"Comedy"
"Neil Jordan",106,"Demi Moore",10555348,"Robert De Niro","We're No Angels ","James Russo","English","USA",20000000,1989,6,"Comedy"
"Woody Allen",101,"Gaby Hoffmann",9714482,"Natasha Lyonne","Everyone Says I Love You ","Jeff DeRocker","English","USA",20000000,1996,6.8,"Comedy"
"Frank Oz",87,"Ewen Bremner",8579684,"Peter Dinklage","Death at a Funeral ","Kris Marshall","English","USA",9000000,2007,7.4,"Comedy"
"James Wan",111,"Kelly Preston",9525276,"Aisha Tyler","Death Sentence ","Edi Gathegi","English","USA",20000000,2007,6.8,"Action"
"Kirk Jones",99,"James Frain",8855646,"Robert De Niro","Everybody's Fine ","Brendan Sexton III","English","USA",21000000,2009,7.2,"Adventure"
"Bob Clark",88,"Vanessa Angel",9109322,"Scott Baio","Superbabies: Baby Geniuses 2 ","Peter Wingfield","English","Germany",20000000,2004,1.9,"Comedy"
"Les Mayfield",83,"Susie Essman",8326035,"Miguel Ferrer","The Man ","Gigi Rice","English","Germany",33000000,2005,5.5,"Action"
"Les Mayfield",91,"Will Patton",8104069,"Callum Rennie","Code Name: The Cleaner ","Cedric the Entertainer","English","USA",20000000,2007,4.5,"Action"
"Michael Lembeck",108,"Nia Vardalos",8054280,"Debbie Reynolds","Connie and Carla ","Dash Mihok","English","USA",20000000,2004,6.3,"Comedy"
"Paul Thomas Anderson",148,"Katherine Waterston",8093318,"Martin Dew","Inherent Vice ","Serena Scott Thomas","English","USA",20000000,2014,6.7,"Comedy"
"Dave Borthwick",77,"Kylie Minogue",7382993,"Jimmy Fallon","Doogal ","Jon Stewart","English","USA",20000000,2006,2.8,"Adventure"
"Benson Lee",110,"Caity Lotz",8888355,"Chris Brown","Battle of the Year ","Laz Alonso","English","USA",20000000,2013,5,"Drama"
"David Zucker",83,"Geoffrey Arend",7001720,"Chriss Anglin","An American Carol ","Gary Coleman","English","USA",12000000,2008,4.3,"Comedy"
"Robert Rodriguez",107,"Demián Bichir",7268659,"Alexa PenaVega","Machete Kills ","Marko Zaror","English","Russia",20000000,2013,5.6,"Action"
"Glen Morgan",100,"Ty Olsson",6852144,"Laura Harring","Willard ","Jackie Burroughs","English","Canada",22000000,2003,6.2,"Drama"
"Fred Wolf",87,"Ashley Scott",6563357,"Kevin Alejandro","Strange Wilderness ","Jeff Garlin","English","USA",20000000,2008,5.3,"Adventure"
"Mike Leigh",154,"Dexter Fletcher",6201757,"Jim Broadbent","Topsy-Turvy ","Lesley Manville","English","UK",10000000,1999,7.4,"Biography"
"Alejandro Monteverde",106,"Cary-Hiroyuki Tagawa",6420319,"Tom Wilkinson","Little Boy ","Michael Rapaport","English","Mexico",20000000,2015,7.4,"Drama"
"David Cronenberg",99,"Viggo Mortensen",5702083,"Michael Fassbender","A Dangerous Method ","Sarah Gadon","English","UK",15000000,2011,6.5,"Biography"
"Richard Linklater",100,"Keanu Reeves",5480996,"Robert Downey Jr.","A Scanner Darkly ","Rory Cochrane","English","USA",8700000,2006,7.1,"Animation"
"Michael Apted",116,"Abigail Spencer",6002756,"Gerard Butler","Chasing Mavericks ","Leven Rambin","English","USA",20000000,2012,7.2,"Biography"
"Uwe Boll",94,"Darren Shahlavi",5132655,"Catherine Lough Haggquist","Alone in the Dark ","Karin Konoval","English","Canada",20000000,2005,2.3,"Horror"
"Todd Graff",111,"Charlie Saxton",5205343,"Scott Porter","Bandslam ","Ryan Donowho","English","USA",20000000,2009,6.4,"Comedy"
"Jonathan Glazer",100,"Anne Heche",5005883,"Cameron Bright","Birth ","Danny Huston","English","USA",20000000,2004,6.1,"Drama"
"J.C. Chandor",125,"Ashley Williams",5749134,"David Oyelowo","A Most Violent Year ","Albert Brooks","English","USA",20000000,2014,7,"Action"
"Marc Abraham",119,"Bill Lake",4234040,"Dylan Authors","Flash of Genius ","Victoria Learn","English","USA",20000000,2008,7,"Biography"
"Todd Haynes",135,"Heath Ledger",4001121,"Christian Bale","I'm Not There. ","Tyrone Benskin","English","USA",20000000,2007,7,"Biography"
"Mabrouk El Mechri",93,"Bruce Willis",3749061,"Henry Cavill","The Cold Light of Day ","Óscar Jaenada","English","USA",20000000,2012,4.9,"Action"
"Rian Johnson",114,"Maximilian Schell",3519627,"Zachary Gordon","The Brothers Bloom ","Nora Zehetner","English","USA",20000000,2008,6.9,"Adventure"
"Charlie Kaufman",124,"Jennifer Jason Leigh",3081925,"Philip Seymour Hoffman","Synecdoche, New York ","Samantha Morton","English","USA",21000000,2008,7.5,"Comedy"
"Nancy Walker",124,"Randy Jones",2000000,"Steve Guttenberg","Can't Stop the Music ","Caitlyn Jenner","English","USA",20000000,1980,4.5,"Biography"
"John Hillcoat",104,"Noah Taylor",1900725,"Ray Winstone","The Proposition ","Danny Huston","English","Australia",2000000,2005,7.4,"Crime"
"Angelo Pizzo",118,"Finn Wittrock",2246000,"Donny Boaz","Courage ","Brent Anderson","English","USA",20000000,2015,7,"Biography"
"Richard Benjamin",80,"Jane Krakowski",1646664,"Damon Wayans","Marci X ","Paula Garcés","English","USA",20000000,2003,2.8,"Comedy"
"Kurt Wimmer",107,"Emily Watson",1190018,"Christian Bale","Equilibrium ","Sean Pertwee","English","USA",20000000,2002,7.5,"Action"
"Roger Spottiswoode",125,"Guang Li",1027749,"Radha Mitchell","The Children of Huang Shi ","Matthew Walker","English","Australia",40000000,2008,7.1,"Drama"
"James Gray",115,"Ellen Burstyn",882710,"Charlize Theron","The Yards ","Faye Dunaway","English","USA",24000000,2000,6.4,"Crime"
"Matthew Diamond",88,"Garrett Clayton",1064277,"Chazz Palminteri","The Oogieloves in the Big Balloon Adventure ","Toni Braxton","English","USA",20000000,2012,6.7,"Adventure"
"Angelina Jolie Pitt",122,"Angelina Jolie Pitt",531009,"Brad Pitt","By the Sea ","Melvil Poupaud","English","USA",10000000,2015,5.3,"Drama"
"David Anspaugh",101,"Costas Mandylor",375474,"Gerard Butler","The Game of Their Lives ","Jimmy Jean-Louis","English","USA",20000000,2005,6.2,"Drama"
"Kevin Reynolds",107,"Jason Scott Lee",305070,"Esai Morales","Rapa Nui ","Sandrine Holt","English","USA",20000000,1994,6.4,"Action"
"Kevin Munroe",107,"Laura Spencer",1183354,"Marco St. John","Dylan Dog: Dead of Night ","Anita Briem","English","USA",20000000,2010,5.1,"Action"
"Daniel Algrant",100,"Richard Schiff",121972,"Al Pacino","People I Know ","Mark Webber","English","USA",22000000,2002,5.5,"Crime"
"Julie Taymor",110,"Reeve Carney",263365,"Djimon Hounsou","The Tempest ","Tom Conti","English","USA",20000000,2010,5.4,"Comedy"
"Kevin Costner",236,"Michael Spears",184208848,"Mary McDonnell","Dances with Wolves ","Maury Chaykin","English","USA",22000000,1990,8,"Adventure"
"Jake Kasdan",97,"John Michael Higgins",100292856,"Justin Timberlake","Bad Teacher ","Phyllis Smith","English","USA",20000000,2011,5.7,"Comedy"
"Harold Becker",113,"Michael O'Neill",58571513,"Al Pacino","Sea of Love ","Ellen Barkin","English","USA",19000000,1989,6.8,"Crime"
"Mark Rosman",95,"Lin Shaye",51431160,"Dan Byrd","A Cinderella Story ","Julie Gonzalo","English","USA",20000000,2004,5.9,"Comedy"
"Wes Craven",103,"W. Earl Brown",103001286,"David Arquette","Scream ","Roger Jackson","English","USA",15000000,1996,7.2,"Horror"
"Steve Beck",91,"Embeth Davidtz",41867960,"Shannon Elizabeth","Thir13en Ghosts ","F. Murray Abraham","English","USA",20000000,2001,5.5,"Horror"
"Robert Zemeckis",116,"Thomas F. Wilson",210609762,"Lea Thompson","Back to the Future ","J.J. Cohen","English","USA",19000000,1985,8.5,"Adventure"
"William Malone",93,"Peter Gallagher",40846082,"Jeffrey Combs","House on Haunted Hill ","Bridgette Wilson-Sampras","English","USA",19000000,1999,5.6,"Horror"
"Tyler Perry",113,"Mary J. Blige",51697449,"Eric Mendenhall","I Can Do Bad All by Myself ","Hope Olaide Wilson","English","USA",13000000,2009,4.1,"Comedy"
"Josh Gordon",101,"Scott Elrod",27758465,"Caroline Dhavernas","The Switch ","Kelli Barrett","English","USA",19000000,2010,6.1,"Comedy"
"Shawn Levy",95,"David Agranov",56127162,"Taran Killam","Just Married ","David Moscow","English","USA",18000000,2003,5.4,"Comedy"
"Lee Tamahori",109,"Dominic Cooper",1357042,"Mem Ferda","The Devil's Double ","Ludivine Sagnier","English","Belgium",15000000,2011,7.1,"Biography"
"Britt Allcroft",85,"Colm Feore",15911333,"Mara Wilson","Thomas and the Magic Railroad ","Peter Fonda","English","UK",19000000,2000,3.6,"Adventure"
"Breck Eisner",101,"Glenn Morshower",39103378,"Radha Mitchell","The Crazies ","John Aylward","English","USA",20000000,2010,6.5,"Horror"
"Roger Donaldson",132,"Anthony Hopkins",8600000,"Liam Neeson","The Bounty ","Laurence Olivier","English","UK",25000000,1984,7,"Action"
"Brian Percival",131,"Sophie Nélisse",21483154,"Emily Watson","The Book Thief ","Roger Allam","English","USA",19000000,2013,7.6,"Drama"
"Sean Anders",129,"Michael Cudlitz",8396942,"Katrina Bowden","Sex Drive ","Alice Greczyn","English","USA",19000000,2008,6.5,"Adventure"
"Anand Tucker",100,"Kaitlin Olson",12561,"Adam Scott","Leap Year ","Dominique McElligott","English","USA",19000000,2010,6.4,"Comedy"
"Michael Dowse",97,"Michael Biehn",6923891,"Topher Grace","Take Me Home Tonight ","Dan Fogler","English","USA",23000000,2011,6.3,"Comedy"
"Emile Ardolino",92,"Kyra Nichols",2119994,"Darci Kistler","The Nutcracker ","Margaret Tracey","English","USA",19000000,1993,5.7,"Family"
"Robert Altman",116,"Jennifer Jason Leigh",1292527,"Steve Buscemi","Kansas City ","Miranda Richardson","English","France",19000000,1996,6.3,"Crime"
"Andrew Douglas",90,"Chloë Grace Moretz",64255243,"Jimmy Bennett","The Amityville Horror ","Ryan Reynolds","English","USA",19000000,2005,6,"Drama"
"Spike Jonze",81,"Meryl Streep",22245861,"Nicolas Cage","Adaptation. ","Roger Willie","English","USA",19000000,2002,7.7,"Comedy"
"George A. Romero",97,"Shawn Roberts",20433940,"Tony Nappo","Land of the Dead ","Pedro Miguel Arce","English","Canada",15000000,2005,6.2,"Horror"
"Terry Gilliam",118,"Michael Jeter",10562387,"Johnny Depp","Fear and Loathing in Las Vegas ","Ellen Barkin","English","USA",18500000,1998,7.7,"Adventure"
"Ricky Gervais",100,"Tina Fey",18439082,"Jennifer Garner","The Invention of Lying ","Martin Starr","English","USA",18500000,2009,6.4,"Comedy"
"Nicholas Stoller",97,"Carla Gallo",150056505,"Craig Roberts","Neighbors ","Ike Barinholtz","English","USA",18000000,2014,6.4,"Comedy"
